ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
WA-051,Pend Oreille County,Washington,44.7,127,3.2,41.4
WA-053,Pierce County,Washington,48.2,124,2,46.2
WA-055,San Juan County,Washington,52.3,129,2.5,49.7
WA-057,Skagit County,Washington,47.5,126,2.4,45.1
WA-059,Skamania County,Washington,46.8,124,2.3,44.5
WA-061,Snohomish County,Washington,48,126,2.3,45.7
WA-063,Spokane County,Washington,49.2,126,3.3,45.9
WA-065,Stevens County,Washington,47.2,127,3.1,44.1
WA-067,Thurston County,Washington,51.8,117,1.4,50.3
WA-069,Wahkiakum County,Washington,51.4,127,2.2,49.2
WA-071,Walla Walla County,Washington,53.9,125,2.5,51.4
WA-073,Whatcom County,Washington,45.9,126,2.4,43.5
WA-075,Whitman County,Washington,51.1,126,3.2,48
WA-077,Yakima County,Washington,48,124,2.4,45.5
WV-001,Barbour County,West Virginia,53.6,123,2.8,50.7
WV-003,Berkeley County,West Virginia,54.9,124,2.7,52.1
WV-005,Boone County,West Virginia,55.9,117,1.8,54.1
WV-007,Braxton County,West Virginia,54.8,116,1.7,53.1
WV-009,Brooke County,West Virginia,52.6,115,1.9,50.8
WV-011,Cabell County,West Virginia,56.9,124,2.4,54.5
WV-013,Calhoun County,West Virginia,54.9,119,2,52.9
WV-015,Clay County,West Virginia,55.3,118,1.8,53.5
WV-017,Doddridge County,West Virginia,54.5,123,2.4,52.1
WV-019,Fayette County,West Virginia,53.5,115,1.7,51.8
WV-021,Gilmer County,West Virginia,54.9,120,2.1,52.8
WV-023,Grant County,West Virginia,52.4,125,2.4,49.9
WV-025,Greenbrier County,West Virginia,51.7,122,2.2,49.5
WV-027,Hampshire County,West Virginia,53.9,122,2.3,51.6
WV-029,Hancock County,West Virginia,51.7,107,1.3,50.4
WV-031,Hardy County,West Virginia,53.4,125,2.4,50.9
WV-033,Harrison County,West Virginia,54.5,123,2.6,51.9
WV-035,Jackson County,West Virginia,55.8,123,2.2,53.6
WV-037,Jefferson County,West Virginia,55.4,126,2.8,52.6
WV-039,Kanawha County,West Virginia,56.5,122,2.2,54.3
WV-041,Lewis County,West Virginia,54.8,121,2.5,52.3
WV-043,Lincoln County,West Virginia,57.1,121,2.2,54.9
WV-045,Logan County,West Virginia,56.4,117,1.7,54.7
WV-047,McDowell County,West Virginia,54.7,114,1.6,53.1
WV-049,Marion County,West Virginia,53.7,122,2.1,51.6
WV-051,Marshall County,West Virginia,52.7,114,1.7,51.1
WV-053,Mason County,West Virginia,55.5,117,1.6,53.9
WV-055,Mercer County,West Virginia,52.6,101,1.1,51.5
WV-057,Mineral County,West Virginia,54.1,123,2.2,51.9
WV-059,Mingo County,West Virginia,57,118,1.7,55.2
WV-061,Monongalia County,West Virginia,53.2,122,2.1,51.1
WV-063,Monroe County,West Virginia,53.8,124,2.2,51.6
WV-065,Morgan County,West Virginia,54.3,122,2.5,51.7
WV-067,Nicholas County,West Virginia,52.6,113,1.6,51
WV-069,Ohio County,West Virginia,52.6,116,1.9,50.7
WV-071,Pendleton County,West Virginia,51.4,122,2.3,49.1
WV-073,Pleasants County,West Virginia,54.8,124,2.6,52.2
WV-075,Pocahontas County,West Virginia,48.5,116,1.7,46.8
WV-077,Preston County,West Virginia,51.4,125,2.6,48.8
WV-079,Putnam County,West Virginia,56.6,123,2.3,54.3
WV-081,Raleigh County,West Virginia,52.9,108,1.5,51.4
WV-083,Randolph County,West Virginia,49.6,121,2.4,47.2
WV-085,Ritchie County,West Virginia,54.8,123,2.5,52.3
WV-087,Roane County,West Virginia,55.4,123,2.1,53.4
WV-089,Summers County,West Virginia,54,119,1.8,52.2
WV-091,Taylor County,West Virginia,54.1,124,2.5,51.6
WV-093,Tucker County,West Virginia,49.7,123,2.7,47
WV-095,Tyler County,West Virginia,54.3,123,2.2,52.1
WV-097,Upshur County,West Virginia,53.4,121,2.6,50.8
WV-099,Wayne County,West Virginia,57.1,123,2.3,54.8
WV-101,Webster County,West Virginia,50.9,105,1.2,49.7
WV-103,Wetzel County,West Virginia,53.3,119,1.8,51.5
WV-105,Wirt County,West Virginia,55.3,123,2.5,52.8
WV-107,Wood County,West Virginia,55.6,124,2.7,52.9
WV-109,Wyoming County,West Virginia,54.4,108,1.5,52.9
WI-001,Adams County,Wisconsin,46.7,122,3.2,43.5
WI-003,Ashland County,Wisconsin,42.3,122,3.2,39.1
WI-005,Barron County,Wisconsin,44.2,119,3.1,41.1
WI-007,Bayfield County,Wisconsin,42.7,123,3.6,39.1
WI-009,Brown County,Wisconsin,46.8,125,3.8,43
WI-011,Buffalo County,Wisconsin,46.9,119,2.9,44
WI-013,Burnett County,Wisconsin,44.1,119,3.4,40.7
WI-015,Calumet County,Wisconsin,46.9,123,3.4,43.5
WI-017,Chippewa County,Wisconsin,45,118,3.1,41.9
WI-019,Clark County,Wisconsin,44.8,121,3.3,41.5
WI-021,Columbia County,Wisconsin,48.2,123,3.4,44.8
WI-023,Crawford County,Wisconsin,47.9,116,2.2,45.7
WI-025,Dane County,Wisconsin,48.9,124,3.3,45.5
WI-027,Dodge County,Wisconsin,47.5,120,2.6,45
WI-029,Door County,Wisconsin,45.4,117,2.8,42.6
WI-031,Douglas County,Wisconsin,42.7,122,3.6,39.1
WI-033,Dunn County,Wisconsin,45.6,117,2.8,42.8
WI-035,Eau Claire County,Wisconsin,45.8,121,3.3,42.5
WI-037,Florence County,Wisconsin,42.3,122,3.3,38.9
WI-039,Fond du Lac County,Wisconsin,47,118,2.8,44.2
WI-041,Forest County,Wisconsin,41.6,119,2.9,38.7
WI-043,Grant County,Wisconsin,48.7,119,2.4,46.3
WI-045,Green County,Wisconsin,49.1,121,2.9,46.2
WI-047,Green Lake County,Wisconsin,47.5,121,3.1,44.4
WI-049,Iowa County,Wisconsin,48.2,121,2.9,45.4
WI-051,Iron County,Wisconsin,41.4,118,2.9,38.5
WI-053,Jackson County,Wisconsin,46.5,124,3.7,42.8
WI-055,Jefferson County,Wisconsin,48.6,120,2.5,46.1
WI-057,Juneau County,Wisconsin,46.6,120,3.1,43.5
WI-059,Kenosha County,Wisconsin,49.9,121,2.8,47.1
WI-061,Kewaunee County,Wisconsin,46.1,122,3.3,42.8
WI-063,La Crosse County,Wisconsin,47.7,122,3.1,44.6
WI-065,Lafayette County,Wisconsin,48.5,118,2.5,45.9
WI-067,Langlade County,Wisconsin,42.5,119,3,39.5
WI-069,Lincoln County,Wisconsin,42.7,116,2.7,39.9
WI-071,Manitowoc County,Wisconsin,46.6,123,3.2,43.4
WI-073,Marathon County,Wisconsin,44.5,123,3.3,41.1
WI-075,Marinette County,Wisconsin,44.5,121,3.2,41.3
WI-077,Marquette County,Wisconsin,47.5,121,3.2,44.3
WI-078,Menominee County,Wisconsin,44.6,122,3.4,41.2
WI-079,Milwaukee County,Wisconsin,49,117,2.6,46.4
WI-081,Monroe County,Wisconsin,46.7,123,3.3,43.4
WI-083,Oconto County,Wisconsin,45.1,122,3.2,41.9
WI-085,Oneida County,Wisconsin,41.4,115,2.3,39.1
WI-087,Outagamie County,Wisconsin,47.1,125,3.8,43.3
WI-089,Ozaukee County,Wisconsin,47.6,117,2.5,45.1
WI-091,Pepin County,Wisconsin,46.6,117,2.6,44
WI-093,Pierce County,Wisconsin,46,117,2.7,43.4
WI-095,Polk County,Wisconsin,44.6,117,3,41.6
WI-097,Portage County,Wisconsin,46.1,124,3.6,42.5
WI-099,Price County,Wisconsin,41.9,117,2.8,39.2
WI-101,Racine County,Wisconsin,49.3,120,2.5,46.7
WI-103,Richland County,Wisconsin,47.7,118,2.5,45.1
WI-105,Rock County,Wisconsin,49.6,122,2.9,46.7
WI-107,Rusk County,Wisconsin,43.7,117,2.9,40.8
WI-109,St. Croix County,Wisconsin,45.6,117,3,42.7
WI-111,Sauk County,Wisconsin,47.7,120,3,44.7
WI-113,Sawyer County,Wisconsin,42.4,120,3.3,39.2
WI-115,Shawano County,Wisconsin,45.5,124,3.6,41.9
WI-117,Sheboygan County,Wisconsin,46.8,117,2.7,44.1
WI-119,Taylor County,Wisconsin,43.3,119,3,40.4
WI-121,Trempealeau County,Wisconsin,46.8,121,3.2,43.6
WI-123,Vernon County,Wisconsin,46.9,117,2.5,44.4
WI-125,Vilas County,Wisconsin,40.6,114,2.3,38.3
WI-127,Walworth County,Wisconsin,48.3,116,1.9,46.4
WI-129,Washburn County,Wisconsin,43.2,119,3.2,40
WI-131,Washington County,Wisconsin,46.9,117,2.4,44.5
WI-133,Waukesha County,Wisconsin,48.2,118,2.5,45.6
WI-135,Waupaca County,Wisconsin,46.8,125,3.8,43.1
WI-137,Waushara County,Wisconsin,47.1,123,3.6,43.5
WI-139,Winnebago County,Wisconsin,47.5,123,3.4,44.2
WI-141,Wood County,Wisconsin,45.8,121,3.2,42.5
WY-001,Albany County,Wyoming,42.9,128,3.4,39.4
WY-003,Big Horn County,Wyoming,45,124,3.5,41.5
WY-005,Campbell County,Wyoming,46.8,123,3.2,43.6
WY-007,Carbon County,Wyoming,43.1,123,2.9,40.3
WY-009,Converse County,Wyoming,46.5,126,2.8,43.6
WY-011,Crook County,Wyoming,45.9,121,2.8,43.1
WY-013,Fremont County,Wyoming,42.9,126,3.1,39.8
WY-015,Goshen County,Wyoming,49.6,128,3.7,45.9
WY-017,Hot Springs County,Wyoming,45.3,126,3,42.3
WY-019,Johnson County,Wyoming,45.5,123,2.9,42.6
WY-021,Laramie County,Wyoming,48,128,3.7,44.3
WY-023,Lincoln County,Wyoming,40.5,128,3.3,37.2
WY-025,Natrona County,Wyoming,45.9,126,3.2,42.7
WY-027,Niobrara County,Wyoming,48.9,127,4,44.8
WY-029,Park County,Wyoming,40.9,127,3.3,37.5
WY-031,Platte County,Wyoming,49,127,3.6,45.3
WY-033,Sheridan County,Wyoming,44.6,120,2.9,41.7
WY-035,Sublette County,Wyoming,37.5,123,2.7,34.7
WY-037,Sweetwater County,Wyoming,44.1,126,3.3,40.8
WY-039,Teton County,Wyoming,37.1,127,2.7,34.4
WY-041,Uinta County,Wyoming,42.7,128,3.5,39.2
WY-043,Washakie County,Wyoming,46.4,122,2.9,43.5
WY-045,Weston County,Wyoming,47.1,125,3.4,43.7
WY-041,Uinta County,Wyoming,42.7,128,3.5,39.2
WY-043,Washakie County,Wyoming,46.4,122,2.9,43.5
WY-045,Weston County,Wyoming,47.1,125,3.4,43.7
